state,month,year,rainfall_mm,pH,turbidity_NTU,dissolved_oxygen_mg_L,total_coliform_MPN,water_temp_C,risk_level,risk_score,primary_disease
Meghalaya,April,2023,79.1,8.25,5.51,6.43,113,28.17,moderate,46.76,Dysentery
Andhra Pradesh,March,2024,12.7,7.04,4.3,7.75,104,25.24,low,23.27,None
Andhra Pradesh,April,2024,18.1,6.84,2.36,8.1,101,23.03,low,17.94,None
Uttar Pradesh,December,2023,203.8,6.99,12.3,6.31,342,16.5,high,67.35,Dysentery
Andhra Pradesh,September,2023,432.6,7.05,6.74,7.79,468,23.75,severe,76.45,None
Assam,March,2022,25.6,7.47,6.82,8.39,96,25.88,moderate,30.88,Typhoid Fever
Himachal Pradesh,August,2021,374.4,5.95,12.08,8.51,435,28.02,severe,98.6,Dysentery
Manipur,October,2021,103.7,7.61,2.93,7.94,112,23.25,moderate,25.09,None
Jharkhand,March,2021,54.7,7.11,2.9,8.74,102,23.65,low,18.93,None
Arunachal Pradesh,July,2020,199.0,7.21,5.71,7.46,135,21.36,moderate,30.4,Cholera
Karnataka,February,2022,16.2,6.8,8.7,7.53,99,24.73,moderate,34.02,Dysentery
Telangana,July,2024,295.0,7.32,8.37,8.95,373,27.43,high,60.95,Hepatitis A
West Bengal,September,2024,439.6,7.28,11.21,8.82,787,28.68,severe,129.91,Typhoid Fever
Telangana,June,2023,130.8,6.65,4.85,8.8,139,31.24,moderate,32.72,None
Nagaland,January,2020,9.4,7.26,5.0,7.4,110,17.28,moderate,26.6,None
Uttar Pradesh,August,2024,496.1,7.24,17.82,6.67,963,27.08,severe,173.44,Hepatitis A
Arunachal Pradesh,April,2022,23.5,6.89,5.36,7.83,92,28.79,moderate,26.27,None
Tripura,May,2022,23.7,6.67,6.07,6.27,115,25.22,moderate,38.2,None
Punjab,June,2020,140.1,7.15,2.45,6.61,169,30.23,moderate,35.37,Cholera
Gujarat,December,2020,54.8,7.59,3.17,7.59,109,18.65,moderate,25.19,Typhoid Fever
Bihar,January,2022,13.9,7.3,11.28,8.71,188,19.29,moderate,44.36,Cholera
Meghalaya,June,2020,555.8,7.89,9.48,7.1,538,25.21,severe,106.52,Dysentery
Haryana,March,2023,16.0,7.75,3.63,7.65,96,28.9,moderate,30.56,None
Telangana,September,2020,200.6,7.03,7.26,6.4,294,25.47,high,54.95,None
Uttarakhand,May,2021,11.9,7.02,3.67,7.18,106,22.87,low,23.67,Cholera
Kerala,February,2023,21.6,7.34,4.88,6.12,106,17.37,moderate,33.16,Hepatitis A
Haryana,February,2020,0.0,6.35,5.52,5.27,126,21.89,moderate,44.74,None
Arunachal Pradesh,March,2022,42.3,6.86,4.33,5.02,102,22.4,moderate,36.36,None
Telangana,November,2021,95.1,7.01,4.68,9.19,110,19.11,low,20.46,None
Maharashtra,December,2021,98.6,8.0,3.35,6.69,103,28.47,moderate,37.78,Giardiasis
Nagaland,February,2024,38.8,7.25,5.63,6.56,94,17.22,moderate,30.36,None
Chhattisgarh,December,2020,62.0,7.42,4.65,3.54,119,23.0,moderate,49.2,None
Kerala,July,2023,255.4,7.45,12.62,5.91,318,24.44,high,74.21,None
Goa,June,2020,506.4,6.93,15.87,4.92,526,26.09,severe,124.18,Dysentery
Maharashtra,December,2020,92.5,6.97,1.58,5.98,119,17.8,moderate,25.46,None
Telangana,August,2020,236.9,5.71,6.42,8.75,303,26.05,high,59.06,Giardiasis
Tripura,December,2023,83.9,7.81,1.55,5.75,75,22.26,moderate,31.08,Cholera
West Bengal,May,2024,32.6,8.14,7.54,8.34,147,29.08,moderate,45.72,None
Gujarat,May,2023,14.6,6.79,4.58,8.76,86,31.64,moderate,25.68,None
Madhya Pradesh,April,2024,78.6,6.91,6.22,5.73,110,29.53,moderate,40.45,None
Nagaland,July,2020,335.3,7.05,13.05,9.18,396,25.18,severe,82.55,None
Meghalaya,February,2022,65.7,7.5,3.09,5.5,94,20.16,moderate,33.16,None
Rajasthan,May,2022,10.9,7.59,8.36,5.72,104,25.33,moderate,47.09,Dysentery
Karnataka,April,2021,3.8,7.07,2.29,8.2,93,26.95,low,18.06,None
Tripura,June,2021,66.6,7.13,6.34,10.18,165,25.28,moderate,33.12,None
Mizoram,March,2023,3.5,7.12,6.39,5.18,102,25.08,moderate,40.82,None
Jharkhand,September,2023,455.6,6.79,11.65,6.54,519,18.82,severe,101.52,Cholera
Tamil Nadu,August,2020,326.2,6.84,10.02,6.34,378,25.18,severe,84.4,Hepatitis A
Nagaland,July,2022,333.2,6.69,12.99,7.04,427,30.53,severe,98.21,Giardiasis
Himachal Pradesh,March,2021,53.1,6.96,4.15,6.77,104,20.19,moderate,25.35,None
Jharkhand,May,2024,44.6,8.21,9.55,6.83,101,32.19,high,53.25,Hepatitis A
Arunachal Pradesh,March,2021,26.0,8.0,4.09,7.94,120,22.45,moderate,31.7,None
Maharashtra,March,2024,40.6,7.43,3.55,9.58,99,27.01,low,24.8,None
Telangana,October,2020,121.8,7.29,6.38,5.85,79,29.34,moderate,38.98,Hepatitis A
Chhattisgarh,April,2021,51.3,8.42,1.96,5.93,95,29.34,moderate,42.64,Typhoid Fever
Andhra Pradesh,August,2020,88.8,7.28,5.95,5.65,157,25.16,moderate,44.73,None
Nagaland,March,2020,24.6,7.53,4.7,5.69,95,25.55,moderate,38.52,None
Sikkim,September,2024,352.4,6.04,12.53,7.18,394,21.49,severe,94.69,None
Gujarat,January,2020,30.0,5.99,1.19,5.56,91,20.13,moderate,33.84,Cholera
Uttar Pradesh,August,2021,286.0,6.66,14.05,6.56,693,21.41,severe,108.7,Cholera
Sikkim,March,2021,5.6,7.69,3.18,7.81,86,29.2,moderate,27.41,None
Tripura,April,2024,16.6,7.11,3.82,8.55,107,26.34,low,22.61,None
Goa,May,2020,37.9,8.2,3.58,9.48,86,26.07,moderate,30.79,None
Andhra Pradesh,December,2021,107.2,7.38,5.23,8.25,92,22.58,low,24.75,None
Haryana,January,2021,9.9,7.34,5.18,7.76,86,18.3,low,23.56,None
Goa,October,2021,68.9,7.53,7.18,5.2,74,24.49,moderate,43.3,Giardiasis
Nagaland,December,2024,142.7,6.89,5.62,6.7,103,18.86,moderate,29.14,None
Odisha,December,2021,122.7,7.74,0.88,8.07,109,18.94,low,20.06,None
Chhattisgarh,March,2020,0.0,7.15,5.61,6.1,106,22.97,moderate,34.31,None
Uttarakhand,July,2024,117.1,6.53,7.74,7.08,136,22.44,moderate,39.6,None
Madhya Pradesh,December,2021,154.7,6.4,0.67,5.35,142,18.0,moderate,34.79,Giardiasis
Manipur,January,2022,27.4,6.53,3.42,5.77,113,20.47,moderate,34.23,None
Madhya Pradesh,October,2023,93.8,7.68,1.44,7.01,138,29.12,moderate,32.99,None
West Bengal,November,2021,191.7,7.49,5.25,6.84,171,18.21,moderate,38.3,Hepatitis A
Tamil Nadu,June,2024,342.6,7.2,7.02,8.8,418,24.22,high,71.94,None
Assam,July,2021,320.9,7.16,10.91,8.77,391,28.05,severe,79.85,Dysentery
Punjab,March,2020,22.3,6.56,3.91,7.1,107,26.84,moderate,30.84,Hepatitis A
Chhattisgarh,December,2024,163.4,6.57,4.16,4.88,105,15.8,moderate,38.72,None
Maharashtra,February,2022,52.3,7.77,5.18,6.17,99,22.36,moderate,38.29,None
Tripura,April,2024,0.9,7.42,1.23,8.78,105,32.19,low,23.25,None
Punjab,October,2023,91.0,7.54,4.72,8.07,111,24.86,moderate,28.37,Typhoid Fever
Jharkhand,April,2021,43.9,7.75,9.19,6.88,105,25.73,moderate,44.84,None
Tripura,October,2023,118.0,7.51,3.69,5.36,85,21.67,moderate,35.02,Dysentery
Madhya Pradesh,April,2024,45.9,7.76,5.67,7.58,152,30.89,moderate,41.68,None
Sikkim,May,2022,43.1,6.65,9.14,6.51,94,26.03,moderate,41.64,Dysentery
Uttar Pradesh,May,2023,38.0,7.22,6.78,9.37,198,27.77,moderate,39.45,None
Assam,June,2024,360.1,6.29,12.17,6.28,417,26.96,severe,102.26,None
Kerala,November,2023,171.2,6.61,1.06,8.03,114,22.16,low,18.5,None
Tripura,January,2023,60.6,8.07,2.92,6.26,111,20.42,moderate,36.55,None
Maharashtra,August,2021,336.6,6.05,8.57,9.05,405,24.53,severe,83.29,Giardiasis
Tripura,November,2022,78.7,7.01,3.46,8.81,89,18.22,low,15.92,None
Chhattisgarh,April,2024,0.0,6.65,2.53,6.62,94,34.06,moderate,31.89,None
Punjab,November,2023,168.2,7.11,3.61,8.03,88,24.21,low,19.23,None
Tamil Nadu,May,2023,30.5,6.82,1.57,8.62,109,28.25,low,19.96,None
Haryana,April,2021,0.0,7.04,3.97,5.16,109,21.27,moderate,34.08,None
Maharashtra,February,2020,40.6,7.6,3.55,8.12,96,20.45,low,22.92,None
Tripura,March,2022,22.1,6.96,3.81,6.09,95,19.94,moderate,27.07,None
Telangana,February,2022,51.2,6.53,2.34,6.55,106,23.84,moderate,29.15,None
Uttarakhand,February,2022,1.7,7.29,4.28,8.85,107,20.54,low,22.43,None
Sikkim,February,2021,28.7,7.4,3.92,4.54,98,21.86,moderate,39.87,None
Maharashtra,August,2020,178.2,6.83,6.99,5.84,139,27.45,moderate,44.11,None
Chhattisgarh,August,2024,321.1,6.98,6.16,6.68,370,21.95,high,68.51,None
Andhra Pradesh,March,2023,5.6,7.09,1.7,8.82,117,20.51,low,16.25,None
Uttarakhand,April,2020,23.6,7.14,5.54,7.5,109,30.82,moderate,31.29,Hepatitis A
Chhattisgarh,February,2020,51.7,6.34,4.37,7.1,94,15.0,moderate,29.24,Cholera
Telangana,December,2021,52.6,7.24,1.53,9.31,102,17.11,low,15.66,Typhoid Fever
Meghalaya,August,2021,493.3,6.28,8.7,7.19,538,19.72,severe,98.94,Dysentery
Kerala,January,2022,38.2,7.55,1.77,7.05,102,21.64,low,24.81,None
Madhya Pradesh,September,2022,403.3,7.22,12.21,8.81,630,24.98,severe,110.53,Cholera
Uttarakhand,October,2023,137.8,7.69,7.47,8.63,102,28.95,moderate,36.52,None
Haryana,April,2020,36.8,7.65,4.73,4.08,109,23.46,moderate,48.19,Typhoid Fever
Manipur,September,2024,186.8,7.26,2.8,8.13,148,19.57,low,23.0,None
Jharkhand,June,2020,363.2,6.87,4.37,7.21,412,25.4,high,69.47,None
Tamil Nadu,March,2023,41.6,8.14,4.71,6.1,95,30.37,moderate,45.01,Giardiasis
Nagaland,February,2024,34.0,7.51,4.29,10.22,105,21.87,moderate,25.11,Hepatitis A
Uttar Pradesh,June,2021,269.0,6.88,10.29,7.57,688,25.5,severe,95.48,Cholera
Gujarat,November,2021,106.3,6.95,4.68,7.51,94,23.2,low,23.31,None
Andhra Pradesh,June,2021,397.3,7.2,13.01,7.27,472,32.86,severe,102.36,Dysentery
Chhattisgarh,August,2020,452.1,7.29,12.52,6.11,484,27.3,severe,107.33,None
Himachal Pradesh,December,2022,50.5,7.38,4.4,4.99,88,19.91,moderate,36.45,None
Mizoram,February,2021,6.4,8.08,7.0,8.09,91,19.97,moderate,33.9,Giardiasis
Nagaland,April,2020,1.7,7.96,5.59,9.45,109,23.97,moderate,33.66,None
Mizoram,June,2022,356.0,6.77,11.12,2.92,418,23.05,severe,111.92,None
Madhya Pradesh,November,2023,44.4,7.32,2.14,8.55,134,20.57,low,21.17,None
Tamil Nadu,November,2020,102.9,7.62,4.91,6.2,106,21.5,moderate,36.37,None
Sikkim,July,2024,399.3,7.02,12.5,5.87,508,23.11,severe,105.85,Cholera
Nagaland,June,2022,297.2,7.81,7.73,6.15,354,25.31,high,70.86,None
Tamil Nadu,July,2024,291.7,6.37,5.93,6.64,402,26.87,high,68.59,None
Rajasthan,January,2022,25.1,7.04,6.6,6.42,103,19.18,moderate,31.8,Dysentery
Gujarat,March,2022,20.8,7.31,3.0,8.74,99,19.93,low,19.0,None
Uttarakhand,August,2024,385.4,6.87,2.51,9.16,412,28.2,high,61.94,None
Punjab,June,2021,437.3,6.26,11.61,5.35,469,30.01,severe,114.93,Cholera
Odisha,November,2024,197.6,7.05,1.26,7.36,87,16.49,low,14.92,None
Haryana,October,2020,67.7,7.29,4.57,7.66,99,27.03,moderate,27.16,Cholera
Mizoram,June,2023,325.2,6.4,7.5,3.89,402,27.44,severe,102.56,Dysentery
Telangana,September,2020,390.8,7.01,12.53,8.85,462,20.1,severe,85.69,None
Nagaland,June,2020,132.1,7.01,6.85,8.57,130,35.0,moderate,34.3,None
Sikkim,June,2022,391.9,6.72,8.91,7.61,433,26.75,severe,83.09,Hepatitis A
Andhra Pradesh,December,2020,129.5,7.23,6.81,8.39,84,18.8,low,24.32,Dysentery
Telangana,November,2021,72.9,7.33,5.79,7.29,97,19.46,moderate,28.13,None
Andhra Pradesh,June,2022,224.1,5.5,13.47,9.15,322,31.39,severe,79.84,Dysentery
Maharashtra,April,2023,35.1,7.4,5.72,4.83,83,23.82,moderate,41.5,None
Telangana,April,2024,0.0,7.22,2.54,7.74,106,34.39,moderate,26.37,None
Mizoram,March,2024,63.8,8.33,5.04,7.14,96,28.13,moderate,41.34,None
Bihar,July,2022,301.8,6.4,15.13,5.43,687,22.25,severe,142.72,Cholera
Sikkim,July,2021,333.7,6.3,11.67,6.59,423,20.91,severe,96.17,Cholera
West Bengal,August,2022,271.4,6.53,9.4,4.04,573,26.09,severe,103.64,Cholera
Andhra Pradesh,January,2023,32.6,7.75,4.73,7.06,110,20.22,moderate,32.77,Dysentery
Chhattisgarh,August,2022,252.7,8.16,5.72,8.15,334,22.83,high,57.85,None
Assam,February,2021,25.8,7.07,4.53,6.8,93,21.34,moderate,25.73,None
Goa,October,2024,163.8,7.34,4.01,5.38,95,24.84,moderate,36.44,None
Sikkim,October,2022,41.3,7.07,3.46,7.36,108,25.96,low,24.6,None
Gujarat,April,2024,21.8,7.65,5.5,8.08,99,28.9,moderate,31.85,None
Meghalaya,March,2023,61.4,7.37,6.5,8.92,106,25.31,moderate,29.95,None
Punjab,October,2021,60.3,6.94,4.0,6.43,98,22.74,moderate,27.62,None
Uttar Pradesh,February,2022,31.7,7.21,8.22,9.0,212,20.39,moderate,39.94,Cholera
Andhra Pradesh,December,2021,224.8,7.34,6.54,4.08,206,17.72,high,56.68,None
Uttar Pradesh,September,2023,387.6,6.45,17.81,9.52,847,26.84,severe,155.09,Hepatitis A
Odisha,May,2020,34.6,6.57,1.52,8.54,102,30.76,low,22.92,None
Uttarakhand,April,2023,59.6,6.92,2.99,7.05,79,28.85,low,23.86,Hepatitis A
Haryana,December,2024,51.0,6.87,2.36,5.1,96,20.25,moderate,30.25,Hepatitis A
Meghalaya,December,2022,78.5,7.12,4.77,7.36,106,16.65,low,24.54,None
Mizoram,October,2021,49.4,8.0,3.04,5.55,98,22.06,moderate,39.16,None
Gujarat,June,2022,293.9,6.95,10.59,9.98,349,28.5,high,60.83,Dysentery
Chhattisgarh,July,2023,299.0,6.08,9.75,8.4,349,29.32,high,68.26,Dysentery
Telangana,November,2024,159.1,7.76,0.5,7.12,92,22.46,low,23.43,Cholera
Nagaland,July,2024,182.1,7.0,3.89,7.98,151,31.79,moderate,28.87,None
Odisha,December,2021,86.1,6.9,3.3,9.82,99,15.0,low,17.5,Dysentery
Assam,October,2024,208.9,7.55,6.65,6.79,211,18.9,moderate,45.95,None
Kerala,November,2024,148.2,7.09,4.03,6.45,107,20.99,moderate,27.9,Giardiasis
Mizoram,June,2023,374.6,6.56,9.3,6.89,459,28.49,severe,94.43,None
Himachal Pradesh,March,2021,27.2,7.36,7.19,8.7,90,23.21,moderate,28.59,None
Gujarat,January,2022,34.5,6.66,6.59,9.31,106,20.9,moderate,27.63,None
Maharashtra,December,2021,61.9,6.76,5.38,7.75,94,17.39,low,23.81,None
Uttar Pradesh,August,2022,201.4,7.14,13.01,4.43,550,24.18,severe,102.36,Typhoid Fever
Uttar Pradesh,August,2021,388.1,6.98,16.37,9.27,788,23.4,severe,136.13,Cholera
Karnataka,September,2020,298.4,6.08,11.98,5.23,361,32.18,severe,89.2,Hepatitis A
Rajasthan,November,2021,42.2,8.5,5.14,5.03,96,22.3,high,50.88,None
Meghalaya,May,2022,41.0,7.44,4.58,9.78,108,27.81,moderate,28.27,None
Manipur,December,2023,91.3,7.0,1.61,7.38,100,19.81,low,16.32,Hepatitis A
Assam,February,2021,10.6,6.73,3.63,4.43,81,23.73,moderate,37.77,Dysentery
Rajasthan,February,2024,13.1,8.34,5.11,4.73,81,18.41,moderate,48.07,None
West Bengal,December,2022,6.9,7.36,8.75,7.45,155,17.45,moderate,39.35,Dysentery
West Bengal,October,2024,144.4,7.22,7.48,7.91,187,23.87,moderate,38.24,None
West Bengal,December,2020,158.6,6.93,6.33,5.29,158,19.66,moderate,42.71,None
Gujarat,August,2020,354.8,7.7,12.31,7.32,430,24.35,severe,96.23,Cholera
Gujarat,November,2020,15.2,6.55,2.09,8.05,113,18.3,low,19.98,None
Andhra Pradesh,September,2022,259.3,7.12,7.57,5.2,334,24.71,high,66.09,Dysentery
Haryana,August,2021,268.4,7.89,9.36,6.44,346,22.75,high,71.39,Dysentery
Mizoram,December,2020,122.7,7.63,1.26,9.74,88,21.87,low,18.55,None
Haryana,November,2020,134.7,7.51,3.86,6.44,97,19.57,moderate,30.32,None
Nagaland,June,2022,320.4,6.9,8.53,7.53,388,25.78,high,74.52,Typhoid Fever
Kerala,February,2024,12.6,7.49,3.98,8.81,85,16.07,low,21.36,Dysentery
Jharkhand,March,2022,0.0,7.52,5.12,6.75,95,24.08,moderate,33.23,None
Uttar Pradesh,January,2020,43.7,7.49,1.63,8.37,180,17.07,moderate,26.16,Hepatitis A
Sikkim,February,2020,53.0,6.98,5.01,9.57,97,26.77,low,23.3,Cholera
Rajasthan,April,2021,29.7,7.77,5.56,5.32,93,30.09,moderate,46.56,None
Andhra Pradesh,November,2023,64.6,7.51,5.17,6.53,99,18.96,moderate,32.69,None
Bihar,October,2024,98.3,6.69,2.78,9.15,232,33.1,moderate,38.41,None
Kerala,August,2022,535.9,6.64,12.86,4.4,537,29.0,severe,126.62,Dysentery
Goa,April,2023,78.6,7.32,2.21,7.63,91,26.26,low,21.7,None
Nagaland,December,2022,21.0,6.99,4.19,5.94,110,17.35,moderate,29.78,None
Assam,March,2022,29.0,6.65,4.47,7.61,92,32.38,moderate,29.78,None
Rajasthan,October,2020,79.2,7.76,5.05,4.88,93,24.56,moderate,44.88,None
Uttarakhand,October,2023,146.9,6.45,7.83,7.81,111,26.4,moderate,36.41,None
Nagaland,June,2020,213.4,6.88,12.2,9.97,327,25.01,high,60.81,None
Tripura,April,2023,20.8,7.39,4.52,5.06,84,30.3,moderate,41.19,None
Andhra Pradesh,June,2024,416.4,7.07,3.95,5.81,480,31.19,severe,87.77,None
Andhra Pradesh,October,2024,140.9,7.73,6.81,7.06,101,23.51,moderate,37.48,None
Uttar Pradesh,May,2021,51.6,5.97,7.86,7.35,192,25.17,high,51.06,None
Chhattisgarh,July,2023,297.2,6.85,10.95,5.05,399,18.19,severe,78.05,None
Karnataka,March,2023,34.7,7.13,4.62,6.05,96,23.37,moderate,31.57,Giardiasis
Rajasthan,March,2023,9.4,8.2,4.44,6.74,85,23.37,moderate,37.36,Giardiasis
Jharkhand,June,2023,284.1,6.6,6.29,5.56,355,24.92,high,66.74,None
Karnataka,April,2021,0.0,7.66,4.06,5.85,135,25.57,moderate,41.76,Hepatitis A
Arunachal Pradesh,April,2021,44.1,7.09,5.48,7.74,97,28.88,moderate,27.3,None
Nagaland,May,2020,31.5,7.01,7.22,7.62,93,29.54,moderate,30.51,None
Uttar Pradesh,February,2023,32.5,7.11,4.93,4.49,176,19.16,moderate,46.11,None
Madhya Pradesh,October,2024,157.3,7.73,6.71,8.17,166,24.74,moderate,39.69,Giardiasis
Tripura,October,2024,153.4,6.32,2.58,5.88,97,24.89,moderate,34.7,None
Gujarat,September,2022,204.8,6.33,5.12,8.26,321,29.35,high,53.72,None
Chhattisgarh,December,2020,129.3,6.81,3.99,8.96,117,18.79,low,21.58,None
Himachal Pradesh,May,2020,22.9,7.04,2.15,5.67,101,28.74,moderate,30.82,None
Meghalaya,July,2022,446.4,7.07,7.96,9.03,483,22.47,severe,79.39,Hepatitis A
Sikkim,November,2024,128.8,7.71,1.0,9.69,91,19.95,low,18.2,Dysentery
Goa,December,2023,96.2,7.47,4.8,6.24,110,20.67,moderate,34.43,None
West Bengal,April,2022,63.5,6.92,6.77,7.18,174,26.91,moderate,39.3,None
Himachal Pradesh,October,2024,117.3,6.41,1.1,8.58,125,22.77,low,21.98,None
Tamil Nadu,January,2022,35.9,7.32,5.49,5.66,109,19.1,moderate,36.78,None
Bihar,June,2023,318.4,7.22,15.92,7.36,780,31.5,severe,145.19,Dysentery
Odisha,April,2024,41.9,7.07,1.7,8.72,107,30.81,low,20.21,Typhoid Fever
Uttar Pradesh,May,2022,56.1,6.66,4.83,7.89,178,30.47,moderate,36.65,None
Karnataka,February,2024,31.1,7.81,5.39,8.35,95,17.18,moderate,28.38,None
Chhattisgarh,April,2021,0.0,7.87,4.98,7.24,98,26.83,moderate,35.67,None
Uttarakhand,February,2024,17.6,7.5,3.49,5.09,93,20.76,moderate,36.21,None
Uttarakhand,September,2024,128.5,6.61,6.44,5.02,153,27.59,high,50.77,Cholera
Punjab,September,2021,468.7,7.85,11.4,5.07,526,28.42,severe,123.31,Dysentery
Uttar Pradesh,December,2023,106.9,7.96,5.91,8.02,165,17.24,moderate,37.92,None
Sikkim,March,2021,55.3,6.51,3.66,6.43,117,25.2,moderate,34.37,None
Karnataka,January,2020,30.6,7.88,5.75,7.95,109,21.24,moderate,32.07,None
Meghalaya,November,2021,267.2,6.16,3.29,7.31,229,19.07,moderate,41.33,Hepatitis A
Uttarakhand,March,2021,4.1,6.64,0.88,6.08,79,25.28,moderate,25.5,Hepatitis A
Uttarakhand,April,2021,23.5,7.9,3.81,4.58,103,28.97,moderate,48.51,None
Karnataka,August,2024,243.1,6.46,8.46,6.72,330,24.79,high,64.12,Hepatitis A
Karnataka,October,2024,102.3,6.93,4.56,8.0,100,25.96,low,22.8,None
Himachal Pradesh,March,2021,33.2,7.07,3.79,5.15,91,25.58,moderate,34.42,None
Odisha,December,2024,99.6,6.96,2.19,6.35,85,19.19,low,21.53,Giardiasis
Mizoram,September,2020,258.7,7.86,9.33,6.94,346,20.73,high,67.53,None
Haryana,September,2020,127.1,8.05,6.73,6.35,148,22.51,moderate,48.27,Typhoid Fever
Kerala,September,2020,549.1,6.99,12.93,5.31,549,21.2,severe,113.89,Cholera
Rajasthan,August,2020,156.3,7.85,8.98,5.71,138,28.23,high,55.82,None
Maharashtra,November,2023,122.1,7.76,6.07,7.71,104,19.75,moderate,31.59,None
Kerala,May,2023,7.3,7.57,1.06,7.98,102,22.93,low,19.59,None
Karnataka,August,2022,370.8,6.5,9.82,7.55,421,24.84,severe,85.69,None
Punjab,November,2020,46.7,6.82,3.98,7.35,104,20.94,low,23.88,None
Goa,April,2023,54.2,7.18,4.77,6.27,103,34.14,moderate,37.36,None
Gujarat,October,2020,72.4,7.67,3.98,8.82,104,23.49,moderate,26.8,None
Tamil Nadu,November,2024,122.4,6.81,5.31,6.04,85,19.77,moderate,30.82,None
Mizoram,July,2021,235.3,7.14,9.68,6.46,312,24.11,high,61.71,Dysentery
Rajasthan,March,2022,13.7,7.52,2.61,5.04,92,25.58,moderate,37.21,None
Kerala,September,2022,289.2,7.25,10.66,8.57,391,27.02,high,66.43,Dysentery
Jharkhand,June,2023,336.0,7.45,10.02,7.39,400,28.19,severe,86.02,None
Karnataka,October,2024,117.9,7.29,1.88,7.59,128,22.92,low,22.97,None
Assam,October,2021,49.7,8.1,6.35,6.59,94,26.85,moderate,43.57,Dysentery
Assam,April,2023,78.3,6.87,2.25,8.52,92,29.65,low,19.82,Typhoid Fever
Nagaland,April,2020,53.6,6.74,1.65,7.05,91,32.47,moderate,25.98,None
Jharkhand,February,2021,11.8,6.94,0.5,7.1,91,22.77,low,16.58,Hepatitis A
Tripura,December,2022,12.6,6.5,2.97,6.38,110,19.39,moderate,30.04,Cholera
Bihar,May,2023,56.8,7.25,7.9,8.06,206,31.87,moderate,44.84,None
Bihar,April,2022,0.0,7.6,4.63,7.47,202,26.34,moderate,41.28,None
Assam,October,2024,43.3,6.98,3.34,5.4,99,24.66,moderate,32.11,Cholera
Kerala,November,2022,71.6,6.93,5.64,9.82,105,18.33,low,22.48,None
West Bengal,October,2023,185.9,6.87,6.56,6.63,164,25.12,moderate,40.23,None
Kerala,January,2024,0.0,7.59,3.62,8.33,95,15.0,low,22.64,Dysentery
Telangana,December,2022,105.0,6.22,4.68,5.45,83,21.73,moderate,39.08,Typhoid Fever
Kerala,May,2023,87.8,6.08,3.45,6.2,106,27.42,moderate,39.41,None
Andhra Pradesh,May,2024,12.0,5.93,6.74,8.52,93,34.24,moderate,40.6,None
Chhattisgarh,January,2024,43.9,7.66,4.51,7.21,93,20.04,moderate,28.89,Dysentery
Jharkhand,March,2021,10.8,7.0,0.5,6.4,99,26.62,low,22.21,Typhoid Fever
Goa,May,2021,3.0,6.76,2.29,5.04,93,30.89,moderate,36.53,None
Bihar,June,2021,388.7,6.91,16.63,5.97,840,31.3,severe,160.75,Cholera
Sikkim,July,2024,324.5,6.11,9.98,7.49,364,25.31,severe,84.56,None
Assam,January,2024,10.2,7.07,2.86,7.68,105,22.28,low,19.66,Hepatitis A
West Bengal,March,2022,42.9,7.18,6.47,6.31,174,24.87,moderate,43.02,None
Tamil Nadu,November,2022,35.6,7.11,4.96,7.48,95,22.93,low,24.59,None
Jharkhand,October,2023,123.3,6.25,0.82,8.78,107,23.15,low,21.41,None
Himachal Pradesh,May,2021,38.0,6.43,1.56,5.28,105,18.6,moderate,32.92,None
Manipur,November,2024,143.6,6.88,1.21,7.01,98,15.71,low,18.37,Dysentery
Andhra Pradesh,January,2023,50.7,7.82,1.48,7.45,98,18.43,low,23.71,None
Telangana,March,2021,30.3,7.08,1.18,6.94,92,26.18,low,20.75,None
Goa,October,2020,140.5,7.36,4.94,7.58,103,17.37,moderate,25.88,None
West Bengal,July,2020,255.8,6.18,6.44,6.13,576,23.13,severe,89.59,Typhoid Fever
Madhya Pradesh,December,2022,158.0,7.62,4.77,7.5,147,15.0,moderate,32.94,None
Assam,May,2020,93.0,7.46,6.4,8.94,118,27.42,moderate,32.91,None
Rajasthan,March,2020,2.9,8.4,3.16,3.51,100,22.74,high,54.14,None
Haryana,July,2024,335.5,7.47,13.11,5.17,423,24.49,severe,107.54,None
Bihar,March,2021,34.8,7.47,10.19,6.13,208,26.45,high,58.45,Dysentery
Bihar,March,2023,40.8,7.49,3.28,7.16,162,24.6,moderate,34.16,None
Karnataka,March,2022,14.8,7.26,3.27,8.87,111,21.31,low,20.89,None
Assam,May,2023,27.4,7.32,6.29,8.29,99,32.06,moderate,31.71,None
West Bengal,January,2024,38.7,6.93,3.91,4.37,142,16.31,moderate,40.87,None
Uttarakhand,May,2020,32.8,7.15,1.89,4.39,115,24.58,moderate,37.12,None
Telangana,March,2023,37.3,7.14,5.24,5.68,94,26.01,moderate,35.88,Cholera
Chhattisgarh,October,2022,51.1,7.82,0.5,5.02,111,18.51,moderate,35.2,None
Odisha,October,2020,114.2,6.63,1.79,7.17,90,26.28,low,23.57,Dysentery
Goa,August,2022,352.4,7.79,8.18,5.99,414,29.06,severe,96.29,None
Goa,March,2022,26.0,6.46,3.09,7.2,101,18.97,moderate,25.68,None
Kerala,March,2022,44.9,6.32,3.59,4.21,98,22.96,moderate,44.21,None
Maharashtra,November,2021,133.3,6.78,4.12,7.06,93,22.64,moderate,25.76,Dysentery
Telangana,January,2022,25.3,7.44,4.59,5.86,123,16.15,moderate,36.58,None
Goa,October,2023,96.4,7.12,2.27,4.28,89,27.13,moderate,36.8,Giardiasis
